Time;Voltage [U];Voltage [V];Voltage [W];;;Current [U];Current [V];Current [W];;;Power [U];Power [V];Power [W]
05/07/2023 17:21:24:365;346.017;1.46323e-261;1.46323e-261;;;-19.9892;1.46323e-261;1.46323e-261;;;-6916.33;1.46323e-261;1.46323e-261
05/07/2023 17:21:24:368;346.017;1.98783e-262;1.98783e-262;;;-19.9892;1.98783e-262;1.98783e-262;;;-6916.33;1.98783e-262;1.98783e-262
05/07/2023 17:21:25:394;346.022;1.50402e-307;1.50402e-307;;;-19.9889;1.50402e-307;1.50402e-307;;;-6916.75;1.50402e-307;1.50402e-307
05/07/2023 17:21:25:398;346.022;1.8443e-261;1.8443e-261;;;-19.9889;1.8443e-261;1.8443e-261;;;-6916.75;1.8443e-261;1.8443e-261
05/07/2023 17:21:26:388;346.027;1.46323e-261;1.46323e-261;;;-19.9914;1.46323e-261;1.46323e-261;;;-6917.63;1.46323e-261;1.46323e-261
05/07/2023 17:21:26:394;346.027;4.76967e-262;4.76967e-262;;;-19.9914;4.76967e-262;4.76967e-262;;;-6917.63;4.76967e-262;4.76967e-262
05/07/2023 17:21:27:426;346.036;1.82909e-262;1.82909e-262;;;-14.5341;1.82909e-262;1.82909e-262;;;-4687.8;1.82909e-262;1.82909e-262
05/07/2023 17:21:27:430;346.036;3.65814e-262;3.65814e-262;;;-14.5341;3.65814e-262;3.65814e-262;;;-4687.8;3.65814e-262;3.65814e-262
05/07/2023 17:21:28:437;346.038;7.63382e-262;7.63382e-262;;;-5.88089;7.63382e-262;7.63382e-262;;;-2034.83;7.63382e-262;7.63382e-262
05/07/2023 17:21:28:440;346.038;1.50408e-307;1.50408e-307;;;-5.88089;1.50408e-307;1.50408e-307;;;-2034.83;1.50408e-307;1.50408e-307
05/07/2023 17:21:29:453;346.038;8.14921e-261;8.14921e-261;;;-5.8789;8.14921e-261;8.14921e-261;;;-2034.11;8.14921e-261;8.14921e-261
05/07/2023 17:21:29:457;346.038;1.50408e-307;1.50408e-307;;;-5.8789;1.50408e-307;1.50408e-307;;;-2034.11;1.50408e-307;1.50408e-307
05/07/2023 17:21:30:446;346.041;1.50403e-307;1.50403e-307;;;-5.87786;1.50403e-307;1.50403e-307;;;-2033.87;1.50403e-307;1.50403e-307
05/07/2023 17:21:30:448;346.041;8.34431e-308;8.34431e-308;;;-5.87786;8.34431e-308;8.34431e-308;;;-2033.87;8.34431e-308;8.34431e-308
05/07/2023 17:21:31:503;346.042;8.34487e-308;8.34487e-308;;;-5.8781;8.34487e-308;8.34487e-308;;;-2033.83;8.34487e-308;8.34487e-308
05/07/2023 17:21:31:507;346.042;8.34431e-308;8.34431e-308;;;-5.8781;8.34431e-308;8.34431e-308;;;-2033.83;8.34431e-308;8.34431e-308
05/07/2023 17:21:32:503;346.045;8.34551e-308;8.34551e-308;;;-11.8881;8.34551e-308;8.34551e-308;;;-4454.58;8.34551e-308;8.34551e-308
05/07/2023 17:21:32:507;346.045;8.01067e-307;8.01067e-307;;;-11.8881;8.01067e-307;8.01067e-307;;;-4454.58;8.01067e-307;8.01067e-307
05/07/2023 17:21:33:589;346.048;1.78021e-306;1.78021e-306;;;-19.9885;1.78021e-306;1.78021e-306;;;-6916.63;1.78021e-306;1.78021e-306
05/07/2023 17:21:33:592;346.048;4.52075e-302;4.52075e-302;;;-19.9885;4.52075e-302;4.52075e-302;;;-6916.63;4.52075e-302;4.52075e-302
05/07/2023 17:21:34:752;346.052;4.52076e-302;4.52076e-302;;;-19.9904;4.52076e-302;4.52076e-302;;;-6917.35;4.52076e-302;4.52076e-302
05/07/2023 17:21:34:755;346.052;4.52075e-302;4.52075e-302;;;-19.9904;4.52075e-302;4.52075e-302;;;-6917.35;4.52075e-302;4.52075e-302
05/07/2023 17:21:35:740;346.058;1.29071e-306;1.29071e-306;;;-19.9894;1.29071e-306;1.29071e-306;;;-6917.15;1.29071e-306;1.29071e-306
05/07/2023 17:21:35:744;346.058;6.19806e-303;6.19806e-303;;;-19.9894;6.19806e-303;6.19806e-303;;;-6917.15;6.19806e-303;6.19806e-303
05/07/2023 17:21:36:773;346.064;2.38967e-297;2.38967e-297;;;-19.9915;2.38967e-297;2.38967e-297;;;-6908.48;2.38967e-297;2.38967e-297
05/07/2023 17:21:36:776;346.064;4.3613e-289;4.3613e-289;;;-19.9915;4.3613e-289;4.3613e-289;;;-6908.48;4.3613e-289;4.3613e-289
05/07/2023 17:21:37:776;346.066;8.34844e-308;8.34844e-308;;;-5.88099;8.34844e-308;8.34844e-308;;;-2034.94;8.34844e-308;8.34844e-308
05/07/2023 17:21:37:782;346.066;8.34844e-308;8.34844e-308;;;-5.88099;8.34844e-308;8.34844e-308;;;-2034.94;8.34844e-308;8.34844e-308
05/07/2023 17:21:38:808;346.068;1.74452e-288;1.74452e-288;;;-5.8786;1.74452e-288;1.74452e-288;;;-2034.15;1.74452e-288;1.74452e-288
05/07/2023 17:21:38:811;346.068;2.36179e-288;2.36179e-288;;;-5.8786;2.36179e-288;2.36179e-288;;;-2034.15;2.36179e-288;2.36179e-288
05/07/2023 17:21:39:811;346.07;3.49274e-288;3.49274e-288;;;-5.8778;3.49274e-288;3.49274e-288;;;-2033.92;3.49274e-288;3.49274e-288
05/07/2023 17:21:39:813;346.07;2.97773e-288;2.97773e-288;;;-5.8778;2.97773e-288;2.97773e-288;;;-2033.92;2.97773e-288;2.97773e-288
05/07/2023 17:21:40:838;346.072;2.87485e-288;2.87485e-288;;;-5.87801;2.87485e-288;2.87485e-288;;;-2033.92;2.87485e-288;2.87485e-288
05/07/2023 17:21:40:842;346.072;2.97773e-288;2.97773e-288;;;-5.87801;2.97773e-288;2.97773e-288;;;-2033.92;2.97773e-288;2.97773e-288
05/07/2023 17:21:41:848;346.074;4.45541e-308;4.45541e-308;;;-5.87906;4.45541e-308;4.45541e-308;;;-2034.36;4.45541e-308;4.45541e-308
05/07/2023 17:21:41:851;346.074;6.5675e-286;6.5675e-286;;;-5.87906;6.5675e-286;6.5675e-286;;;-2034.36;6.5675e-286;6.5675e-286
05/07/2023 17:21:42:880;346.075;1.74613e-288;1.74613e-288;;;-5.87739;1.74613e-288;1.74613e-288;;;-2034.07;1.74613e-288;1.74613e-288
05/07/2023 17:21:42:884;346.075;1.24611e-306;1.24611e-306;;;-5.87739;1.24611e-306;1.24611e-306;;;-2034.07;1.24611e-306;1.24611e-306
05/07/2023 17:21:44:197;346.076;2.31421e-306;2.31421e-306;;;-5.87768;2.31421e-306;2.31421e-306;;;-2034.29;2.31421e-306;2.31421e-306
05/07/2023 17:21:44:200;346.076;1.6022e-306;1.6022e-306;;;-5.87768;1.6022e-306;1.6022e-306;;;-2034.29;1.6022e-306;1.6022e-306
05/07/2023 17:21:44:903;346.078;1.02361e-306;1.02361e-306;;;-5.87786;1.02361e-306;1.02361e-306;;;-2034.06;1.02361e-306;1.02361e-306
05/07/2023 17:21:44:907;346.078;1.69119e-306;1.69119e-306;;;-5.87786;1.69119e-306;1.69119e-306;;;-2034.06;1.69119e-306;1.69119e-306
