Time,Voltage [U],Voltage [V],Voltage [W],,,Current [U],Current [V],Current [W],,,Power [U],Power [V],Power [W]
30/06/2023 12:36:40:140,345.996,1.50408e-307,1.50408e-307,,,0.085053,1.50408e-307,1.50408e-307,,,29.4591,1.50408e-307,1.50408e-307
30/06/2023 12:36:40:706,345.996,8.14921e-261,8.14921e-261,,,0.0845294,8.14921e-261,8.14921e-261,,,29.4076,8.14921e-261,8.14921e-261
30/06/2023 12:36:40:709,345.996,1.50408e-307,1.50408e-307,,,0.0845294,1.50408e-307,1.50408e-307,,,29.4076,1.50408e-307,1.50408e-307
30/06/2023 12:36:40:713,345.996,1.50403e-307,1.50403e-307,,,0.0845294,1.50403e-307,1.50403e-307,,,29.4076,1.50403e-307,1.50403e-307
30/06/2023 12:36:40:914,345.996,8.34431e-308,8.34431e-308,,,0.0850693,8.34431e-308,8.34431e-308,,,28.9082,8.34431e-308,8.34431e-308
30/06/2023 12:36:40:917,345.996,8.34487e-308,8.34487e-308,,,0.0850693,8.34487e-308,8.34487e-308,,,28.9082,8.34487e-308,8.34487e-308
30/06/2023 12:36:40:921,345.996,8.34431e-308,8.34431e-308,,,0.0850693,8.34431e-308,8.34431e-308,,,28.9082,8.34431e-308,8.34431e-308
30/06/2023 12:36:41:283,345.997,8.34551e-308,8.34551e-308,,,0.0852147,8.34551e-308,8.34551e-308,,,29.4479,8.34551e-308,8.34551e-308
30/06/2023 12:36:41:286,345.997,8.01067e-307,8.01067e-307,,,0.0852147,8.01067e-307,8.01067e-307,,,29.4479,8.01067e-307,8.01067e-307
30/06/2023 12:36:41:289,345.997,1.78021e-306,1.78021e-306,,,0.0852147,1.78021e-306,1.78021e-306,,,29.4479,1.78021e-306,1.78021e-306
30/06/2023 12:36:41:687,345.996,4.52075e-302,4.52075e-302,,,0.0832447,4.52075e-302,4.52075e-302,,,29.274,4.52075e-302,4.52075e-302
30/06/2023 12:36:41:690,345.996,4.52076e-302,4.52076e-302,,,0.0832447,4.52076e-302,4.52076e-302,,,29.274,4.52076e-302,4.52076e-302
30/06/2023 12:36:41:693,345.996,4.52075e-302,4.52075e-302,,,0.0832447,4.52075e-302,4.52075e-302,,,29.274,4.52075e-302,4.52075e-302
30/06/2023 12:36:42:273,345.996,1.29071e-306,1.29071e-306,,,0.0851835,1.29071e-306,1.29071e-306,,,29.406,1.29071e-306,1.29071e-306
30/06/2023 12:36:42:276,345.996,6.19806e-303,6.19806e-303,,,0.0851835,6.19806e-303,6.19806e-303,,,29.406,6.19806e-303,6.19806e-303
30/06/2023 12:36:42:280,345.996,2.38967e-297,2.38967e-297,,,0.0851835,2.38967e-297,2.38967e-297,,,29.406,2.38967e-297,2.38967e-297
30/06/2023 12:36:42:683,345.995,4.3613e-289,4.3613e-289,,,0.0846552,4.3613e-289,4.3613e-289,,,29.2587,4.3613e-289,4.3613e-289
30/06/2023 12:36:42:687,345.995,8.34844e-308,8.34844e-308,,,0.0846552,8.34844e-308,8.34844e-308,,,29.2587,8.34844e-308,8.34844e-308
